date,median,n_available,p10,p25,p75,p90,variable
2006-01-01,153010.00654300407,151,107908.38884731667,117064.01778466118,210431.93976602342,304417.834827194,ZHVI all-homes SA
2006-02-01,153871.87842154407,151,107921.36199356314,118103.47472197376,211563.49557203538,310469.91330081236,ZHVI all-homes SA
2006-03-01,154285.90068294646,151,108339.1486154293,118720.20021867636,213324.10587258072,314512.11747853615,ZHVI all-homes SA
2006-04-01,153677.72316218377,150,108582.98628853585,118358.68975284259,215280.6849282926,316294.42482049967,ZHVI all-homes SA
2006-05-01,154238.6462286095,149,109023.84356068533,118082.54879465183,216426.6778477164,313716.6914396668,ZHVI all-homes SA
2006-06-01,155939.79720605948,150,109480.52599085805,119208.40707725294,218798.334215074,313594.9218258487,ZHVI all-homes SA
2006-07-01,156749.96672127527,151,109889.03522987066,119932.78763787601,220938.69428375445,312206.55087175354,ZHVI all-homes SA
2006-08-01,156900.8896702156,152,109429.41457324091,119890.2518679857,223049.39563050165,310303.4792953605,ZHVI all-homes SA
2006-09-01,157258.2670942864,152,109879.73443624444,120527.65160999064,225424.54456138873,309446.77023483324,ZHVI all-homes SA
2006-10-01,157565.597067614,152,110098.42690881043,120832.05758704335,227154.7285549152,307919.87399361125,ZHVI all-homes SA
2006-11-01,157645.83794442317,153,110963.72387657104,120710.21964934492,228151.6217132832,305709.4820756918,ZHVI all-homes SA
2006-12-01,157767.80967953583,153,111227.85276345907,121747.62374291256,228624.5378645429,305803.1671750463,ZHVI all-homes SA
2007-01-01,157886.91976461696,153,110907.94726910011,122183.7412423037,229047.0107225449,304471.8797200918,ZHVI all-homes SA
