zillow_region_id,zillow_region_name,state_name,region_type,normalized_title,cbsa_code,official_title,classification,classification_reason,deterministic_rule
394721,"Jasper, IN",IN,msa,jasper in,27540,"Jasper, IN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394723,"Jefferson City, MO",MO,msa,jefferson city mo,27620,"Jefferson City, MO",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
753893,"Jefferson, GA",GA,msa,jefferson ga,27600,"Jefferson, GA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394725,"Jesup, GA",GA,msa,jesup ga,27700,"Jesup, GA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394726,"Johnson City, TN",TN,msa,johnson city tn,27740,"Johnson City, TN",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394727,"Johnstown, PA",PA,msa,johnstown pa,27780,"Johnstown, PA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394728,"Jonesboro, AR",AR,msa,jonesboro ar,27860,"Jonesboro, AR",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394729,"Joplin, MO",MO,msa,joplin mo,27900,"Joplin, MO",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
394730,"Juneau, AK",AK,msa,juneau ak,27940,"Juneau, AK",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394731,"Kahului, HI",HI,msa,kahului hi,,,unresolved,no deterministic exact-code or exact-title match,
394732,"Kalamazoo, MI",MI,msa,kalamazoo mi,,,unresolved,no deterministic exact-code or exact-title match,
394733,"Kalispell, MT",MT,msa,kalispell mt,28060,"Kalispell, MT",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394734,"Kankakee, IL",IL,msa,kankakee il,28100,"Kankakee, IL",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394735,"Kansas City, MO",MO,msa,kansas city mo,,,unresolved,no deterministic exact-code or exact-title match,
394736,"Kapaa, HI",HI,msa,kapaa hi,28180,"Kapaa, HI",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394737,"Kearney, NE",NE,msa,kearney ne,28260,"Kearney, NE",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394738,"Keene, NH",NH,msa,keene nh,28300,"Keene, NH",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394739,"Kendallville, IN",IN,msa,kendallville in,28340,"Kendallville, IN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394740,"Kennett, MO",MO,msa,kennett mo,28380,"Kennett, MO",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394741,"Kennewick, WA",WA,msa,kennewick wa,,,unresolved,no deterministic exact-code or exact-title match,
394742,"Kerrville, TX",TX,msa,kerrville tx,28500,"Kerrville, TX",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394743,"Ketchikan, AK",AK,msa,ketchikan ak,28540,"Ketchikan, AK",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394744,"Key West, FL",FL,msa,key west fl,,,unresolved,no deterministic exact-code or exact-title match,
394745,"Kill Devil Hills, NC",NC,msa,kill devil hills nc,28620,"Kill Devil Hills, NC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394746,"Killeen, TX",TX,msa,killeen tx,,,unresolved,no deterministic exact-code or exact-title match,
394747,"Kingsport, TN",TN,msa,kingsport tn,,,unresolved,no deterministic exact-code or exact-title match,
394748,"Kingston, NY",NY,msa,kingston ny,28740,"Kingston, NY",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394749,"Kingsville, TX",TX,msa,kingsville tx,28780,"Kingsville, TX",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394750,"Kinston, NC",NC,msa,kinston nc,28820,"Kinston, NC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394751,"Kirksville, MO",MO,msa,kirksville mo,28860,"Kirksville, MO",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394752,"Klamath Falls, OR",OR,msa,klamath falls or,28900,"Klamath Falls, OR",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394753,"Knoxville, TN",TN,msa,knoxville tn,28940,"Knoxville, TN",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394755,"Kokomo, IN",IN,msa,kokomo in,29020,"Kokomo, IN",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394756,"La Crosse, WI",WI,msa,la crosse wi,,,unresolved,no deterministic exact-code or exact-title match,
394758,"La Grande, OR",OR,msa,la grande or,29260,"La Grande, OR",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394762,"LaGrange, GA",GA,msa,lagrange ga,,,unresolved,no deterministic exact-code or exact-title match,
394759,"Laconia, NH",NH,msa,laconia nh,29060,"Laconia, NH",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
753895,"Lafayette, IN",IN,msa,lafayette in,29140,"Lafayette, IN",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
394761,"Lafayette, LA",LA,msa,lafayette la,29180,"Lafayette, LA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394763,"Lake Charles, LA",LA,msa,lake charles la,29340,"Lake Charles, LA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394764,"Lake City, FL",FL,msa,lake city fl,29380,"Lake City, FL",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394765,"Lake Havasu City, AZ",AZ,msa,lake havasu city az,,,unresolved,no deterministic exact-code or exact-title match,
394766,"Lakeland, FL",FL,msa,lakeland fl,29460,"Lakeland, FL",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
394767,"Lamesa, TX",TX,msa,lamesa tx,,,unresolved,no deterministic exact-code or exact-title match,
394768,"Lancaster, PA",PA,msa,lancaster pa,29540,"Lancaster, PA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394770,"Lansing, MI",MI,msa,lansing mi,,,unresolved,no deterministic exact-code or exact-title match,
394771,"Laramie, WY",WY,msa,laramie wy,29660,"Laramie, WY",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394772,"Laredo, TX",TX,msa,laredo tx,29700,"Laredo, TX",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394773,"Las Cruces, NM",NM,msa,las cruces nm,29740,"Las Cruces, NM",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394774,"Las Vegas, NM",NM,msa,las vegas nm,29780,"Las Vegas, NM",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394775,"Las Vegas, NV",NV,msa,las vegas nv,,,unresolved,no deterministic exact-code or exact-title match,
394776,"Laurel, MS",MS,msa,laurel ms,29860,"Laurel, MS",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394777,"Laurinburg, NC",NC,msa,laurinburg nc,29900,"Laurinburg, NC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394778,"Lawrence, KS",KS,msa,lawrence ks,29940,"Lawrence, KS",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394779,"Lawrenceburg, TN",TN,msa,lawrenceburg tn,29980,"Lawrenceburg, TN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394780,"Lawton, OK",OK,msa,lawton ok,30020,"Lawton, OK",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394781,"Lebanon, MO",MO,msa,lebanon mo,30060,"Lebanon, MO",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394783,"Lebanon, PA",PA,msa,lebanon pa,30140,"Lebanon, PA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394784,"Levelland, TX",TX,msa,levelland tx,,,unresolved,no deterministic exact-code or exact-title match,
394785,"Lewisburg, PA",PA,msa,lewisburg pa,30260,"Lewisburg, PA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394786,"Lewisburg, TN",TN,msa,lewisburg tn,30280,"Lewisburg, TN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394787,"Lewiston, ID",ID,msa,lewiston id,,,unresolved,no deterministic exact-code or exact-title match,
394788,"Lewiston, ME",ME,msa,lewiston me,,,unresolved,no deterministic exact-code or exact-title match,
394789,"Lewistown, PA",PA,msa,lewistown pa,30380,"Lewistown, PA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394792,"Lexington, KY",KY,msa,lexington ky,,,unresolved,no deterministic exact-code or exact-title match,
394791,"Lexington, NE",NE,msa,lexington ne,30420,"Lexington, NE",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394793,"Liberal, KS",KS,msa,liberal ks,30580,"Liberal, KS",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394794,"Lima, OH",OH,msa,lima oh,30620,"Lima, OH",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394795,"Lincoln, IL",IL,msa,lincoln il,30660,"Lincoln, IL",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394796,"Lincoln, NE",NE,msa,lincoln ne,30700,"Lincoln, NE",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394798,"Little Rock, AR",AR,msa,little rock ar,,,unresolved,no deterministic exact-code or exact-title match,
394799,"Lock Haven, PA",PA,msa,lock haven pa,30820,"Lock Haven, PA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394800,"Logan, UT",UT,msa,logan ut,,,unresolved,no deterministic exact-code or exact-title match,
394801,"Logansport, IN",IN,msa,logansport in,30900,"Logansport, IN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394802,"London, KY",KY,msa,london ky,,,unresolved,no deterministic exact-code or exact-title match,
394803,"Longview, TX",TX,msa,longview tx,30980,"Longview, TX",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394804,"Longview, WA",WA,msa,longview wa,31020,"Longview, WA",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
394805,"Los Alamos, NM",NM,msa,los alamos nm,31060,"Los Alamos, NM",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
753899,"Los Angeles, CA",CA,msa,los angeles ca,,,unresolved,no deterministic exact-code or exact-title match,
394807,"Louisville, KY",KY,msa,louisville ky,,,unresolved,no deterministic exact-code or exact-title match,
394808,"Lubbock, TX",TX,msa,lubbock tx,31180,"Lubbock, TX",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
753901,"Ludington, MI",MI,msa,ludington mi,31220,"Ludington, MI",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394809,"Lufkin, TX",TX,msa,lufkin tx,31260,"Lufkin, TX",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394810,"Lumberton, NC",NC,msa,lumberton nc,31300,"Lumberton, NC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394811,"Lynchburg, VA",VA,msa,lynchburg va,31340,"Lynchburg, VA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394812,"Macomb, IL",IL,msa,macomb il,31380,"Macomb, IL",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394813,"Macon, GA",GA,msa,macon ga,31420,"Macon, GA",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
394814,"Madera, CA",CA,msa,madera ca,31460,"Madera, CA",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
394815,"Madison, IN",IN,msa,madison in,31500,"Madison, IN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394816,"Madison, WI",WI,msa,madison wi,31540,"Madison, WI",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394817,"Madisonville, KY",KY,msa,madisonville ky,31580,"Madisonville, KY",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394818,"Magnolia, AR",AR,msa,magnolia ar,31620,"Magnolia, AR",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394819,"Malone, NY",NY,msa,malone ny,,,unresolved,no deterministic exact-code or exact-title match,
753902,"Malvern, AR",AR,msa,malvern ar,31680,"Malvern, AR",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394820,"Manchester, NH",NH,msa,manchester nh,,,unresolved,no deterministic exact-code or exact-title match,
394821,"Manhattan, KS",KS,msa,manhattan ks,31740,"Manhattan, KS",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394822,"Manitowoc, WI",WI,msa,manitowoc wi,31820,"Manitowoc, WI",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394823,"Mankato, MN",MN,msa,mankato mn,31860,"Mankato, MN",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394824,"Mansfield, OH",OH,msa,mansfield oh,31900,"Mansfield, OH",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
753903,"Marietta, OH",OH,msa,marietta oh,31930,"Marietta, OH",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394825,"Marinette, WI",WI,msa,marinette wi,,,unresolved,no deterministic exact-code or exact-title match,
394826,"Marion, IN",IN,msa,marion in,31980,"Marion, IN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
753904,"Marion, NC",NC,msa,marion nc,32000,"Marion, NC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394827,"Marion, OH",OH,msa,marion oh,32020,"Marion, OH",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394829,"Marquette, MI",MI,msa,marquette mi,32100,"Marquette, MI",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394830,"Marshall, MN",MN,msa,marshall mn,32140,"Marshall, MN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394831,"Marshall, MO",MO,msa,marshall mo,32180,"Marshall, MO",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394833,"Marshalltown, IA",IA,msa,marshalltown ia,32260,"Marshalltown, IA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394835,"Martin, TN",TN,msa,martin tn,32280,"Martin, TN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394836,"Martinsville, VA",VA,msa,martinsville va,32300,"Martinsville, VA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394837,"Maryville, MO",MO,msa,maryville mo,32340,"Maryville, MO",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394838,"Mason City, IA",IA,msa,mason city ia,32380,"Mason City, IA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394840,"Mayfield, KY",KY,msa,mayfield ky,32460,"Mayfield, KY",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394841,"Maysville, KY",KY,msa,maysville ky,,,unresolved,no deterministic exact-code or exact-title match,
394842,"McAlester, OK",OK,msa,mcalester ok,32540,"McAlester, OK",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394843,"McAllen, TX",TX,msa,mcallen tx,,,unresolved,no deterministic exact-code or exact-title match,
394844,"McComb, MS",MS,msa,mccomb ms,32620,"McComb, MS",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394845,"McMinnville, TN",TN,msa,mcminnville tn,32660,"McMinnville, TN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394846,"McPherson, KS",KS,msa,mcpherson ks,32700,"McPherson, KS",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394847,"Meadville, PA",PA,msa,meadville pa,32740,"Meadville, PA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394848,"Medford, OR",OR,msa,medford or,32780,"Medford, OR",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394849,"Memphis, TN",TN,msa,memphis tn,,,unresolved,no deterministic exact-code or exact-title match,
394850,"Menomonie, WI",WI,msa,menomonie wi,32860,"Menomonie, WI",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394851,"Merced, CA",CA,msa,merced ca,32900,"Merced, CA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394852,"Meridian, MS",MS,msa,meridian ms,32940,"Meridian, MS",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394854,"Mexico, MO",MO,msa,mexico mo,33020,"Mexico, MO",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394856,"Miami, FL",FL,msa,miami fl,,,unresolved,no deterministic exact-code or exact-title match,
394855,"Miami, OK",OK,msa,miami ok,33060,"Miami, OK",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394857,"Michigan City, IN",IN,msa,michigan city in,,,unresolved,no deterministic exact-code or exact-title match,
394858,"Middlesborough, KY",KY,msa,middlesborough ky,33180,"Middlesborough, KY",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394859,"Midland, MI",MI,msa,midland mi,33220,"Midland, MI",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394860,"Midland, TX",TX,msa,midland tx,33260,"Midland, TX",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394861,"Milledgeville, GA",GA,msa,milledgeville ga,33300,"Milledgeville, GA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394862,"Milwaukee, WI",WI,msa,milwaukee wi,,,unresolved,no deterministic exact-code or exact-title match,
394864,"Mineral Wells, TX",TX,msa,mineral wells tx,33420,"Mineral Wells, TX",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394865,"Minneapolis, MN",MN,msa,minneapolis mn,,,unresolved,no deterministic exact-code or exact-title match,
394866,"Minot, ND",ND,msa,minot nd,33500,"Minot, ND",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394867,"Missoula, MT",MT,msa,missoula mt,33540,"Missoula, MT",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394868,"Mitchell, SD",SD,msa,mitchell sd,33580,"Mitchell, SD",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394869,"Moberly, MO",MO,msa,moberly mo,33620,"Moberly, MO",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394870,"Mobile, AL",AL,msa,mobile al,33660,"Mobile, AL",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394871,"Modesto, CA",CA,msa,modesto ca,33700,"Modesto, CA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394872,"Monroe, LA",LA,msa,monroe la,33740,"Monroe, LA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394873,"Monroe, MI",MI,msa,monroe mi,33780,"Monroe, MI",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394875,"Montgomery, AL",AL,msa,montgomery al,33860,"Montgomery, AL",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394876,"Montrose, CO",CO,msa,montrose co,33940,"Montrose, CO",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394877,"Morehead City, NC",NC,msa,morehead city nc,33980,"Morehead City, NC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394878,"Morgan City, LA",LA,msa,morgan city la,34020,"Morgan City, LA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394879,"Morgantown, WV",WV,msa,morgantown wv,34060,"Morgantown, WV",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394880,"Morristown, TN",TN,msa,morristown tn,34100,"Morristown, TN",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394881,"Moscow, ID",ID,msa,moscow id,34140,"Moscow, ID",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394882,"Moses Lake, WA",WA,msa,moses lake wa,34180,"Moses Lake, WA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394883,"Moultrie, GA",GA,msa,moultrie ga,34220,"Moultrie, GA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394884,"Mount Airy, NC",NC,msa,mount airy nc,34340,"Mount Airy, NC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394885,"Mount Pleasant, MI",MI,msa,mount pleasant mi,34380,"Mount Pleasant, MI",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394886,"Mount Pleasant, TX",TX,msa,mount pleasant tx,34420,"Mount Pleasant, TX",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394887,"Mount Sterling, KY",KY,msa,mount sterling ky,34460,"Mount Sterling, KY",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394888,"Mount Vernon, IL",IL,msa,mount vernon il,34500,"Mount Vernon, IL",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394889,"Mount Vernon, OH",OH,msa,mount vernon oh,34540,"Mount Vernon, OH",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394890,"Mount Vernon, WA",WA,msa,mount vernon wa,,,unresolved,no deterministic exact-code or exact-title match,
394891,"Mountain Home, AR",AR,msa,mountain home ar,34260,"Mountain Home, AR",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394892,"Mountain Home, ID",ID,msa,mountain home id,34300,"Mountain Home, ID",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394893,"Muncie, IN",IN,msa,muncie in,34620,"Muncie, IN",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394894,"Murray, KY",KY,msa,murray ky,34660,"Murray, KY",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394895,"Muscatine, IA",IA,msa,muscatine ia,34700,"Muscatine, IA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394896,"Muskegon, MI",MI,msa,muskegon mi,34740,"Muskegon, MI",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
394897,"Muskogee, OK",OK,msa,muskogee ok,34780,"Muskogee, OK",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394898,"Myrtle Beach, SC",SC,msa,myrtle beach sc,,,unresolved,no deterministic exact-code or exact-title match,
394899,"Nacogdoches, TX",TX,msa,nacogdoches tx,34860,"Nacogdoches, TX",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394900,"Napa, CA",CA,msa,napa ca,34900,"Napa, CA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394901,"Naples, FL",FL,msa,naples fl,,,unresolved,no deterministic exact-code or exact-title match,
394902,"Nashville, TN",TN,msa,nashville tn,,,unresolved,no deterministic exact-code or exact-title match,
394903,"Natchez, MS",LA,msa,natchez ms,,,unresolved,no deterministic exact-code or exact-title match,
394904,"Natchitoches, LA",LA,msa,natchitoches la,35060,"Natchitoches, LA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394905,"New Bern, NC",NC,msa,new bern nc,35100,"New Bern, NC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394906,"New Castle, IN",IN,msa,new castle in,35220,"New Castle, IN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394907,"New Castle, PA",PA,msa,new castle pa,,,unresolved,no deterministic exact-code or exact-title match,
394908,"New Haven, CT",CT,msa,new haven ct,35300,"New Haven, CT",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394910,"New Orleans, LA",LA,msa,new orleans la,,,unresolved,no deterministic exact-code or exact-title match,
394911,"New Philadelphia, OH",OH,msa,new philadelphia oh,,,unresolved,no deterministic exact-code or exact-title match,
394912,"New Ulm, MN",MN,msa,new ulm mn,35580,"New Ulm, MN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394913,"New York, NY",NY,msa,new york ny,,,unresolved,no deterministic exact-code or exact-title match,
394914,"Newberry, SC",SC,msa,newberry sc,35140,"Newberry, SC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
753905,"Newport, OR",OR,msa,newport or,35440,"Newport, OR",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394915,"Newport, TN",TN,msa,newport tn,35460,"Newport, TN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394917,"Niles, MI",MI,msa,niles mi,35660,"Niles, MI",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394918,"Nogales, AZ",AZ,msa,nogales az,35700,"Nogales, AZ",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394919,"Norfolk, NE",NE,msa,norfolk ne,35740,"Norfolk, NE",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394920,"North Platte, NE",NE,msa,north platte ne,35820,"North Platte, NE",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
753906,"North Port, FL",FL,msa,north port fl,,,unresolved,no deterministic exact-code or exact-title match,
394921,"North Vernon, IN",IN,msa,north vernon in,,,unresolved,no deterministic exact-code or exact-title match,
394922,"North Wilkesboro, NC",NC,msa,north wilkesboro nc,35900,"North Wilkesboro, NC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394923,"Norwalk, OH",OH,msa,norwalk oh,35940,"Norwalk, OH",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394924,"Norwich, CT",CT,msa,norwich ct,,,unresolved,no deterministic exact-code or exact-title match,
394925,"Oak Harbor, WA",WA,msa,oak harbor wa,36020,"Oak Harbor, WA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394927,"Ocala, FL",FL,msa,ocala fl,36100,"Ocala, FL",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394928,"Ocean City, NJ",NJ,msa,ocean city nj,36140,"Ocean City, NJ",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
394930,"Odessa, TX",TX,msa,odessa tx,36220,"Odessa, TX",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394931,"Ogden, UT",UT,msa,ogden ut,36260,"Ogden, UT",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394932,"Ogdensburg, NY",NY,msa,ogdensburg ny,,,unresolved,no deterministic exact-code or exact-title match,
394933,"Oil City, PA",PA,msa,oil city pa,36340,"Oil City, PA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
