cbsa,lat,lon
34300,43.394698,-115.471205
34340,36.415416,-80.686463
34380,43.645233,-84.839424
34460,38.039616,-83.747734
34540,40.40362,-82.422393
34580,48.493292,-121.81577
34620,40.227543,-85.399262
34680,33.417531,-79.296333
34700,41.483776,-91.118699
34740,43.428739,-86.420908
34780,35.617551,-95.383911
34820,33.909269,-78.976675
34900,38.5071,-122.325904
34940,26.118786,-81.400955
34980,36.091577,-86.72298
35100,35.116829,-77.08132
35140,34.289881,-81.599676
35220,39.929591,-85.397363
35300,41.290167,-72.837024
35340,29.606013,-91.842706
35380,29.282447,-89.576068
35420,40.447439,-81.471166
35460,35.916198,-83.119224
35580,44.246541,-94.733647
35620,40.735425,-73.80773
35660,41.791382,-86.742543
35700,31.525733,-110.845228
35840,27.329055,-82.414533
35940,41.14508,-82.594641
35980,41.484769,-72.101666
36020,48.158554,-122.670649
36180,38.222133,-75.309931
36220,31.865301,-102.542507
36260,41.124342,-111.866933
36380,27.385592,-80.887388
36420,35.430968,-97.506966
36460,42.239099,-78.662332
36500,46.935822,-122.830152
36540,41.290459,-95.99997
36620,43.225869,-117.619933
36660,30.583441,-91.989274
36700,33.436135,-80.802913
36740,28.434396,-81.356084
36780,44.085707,-88.668149
36820,41.330797,-92.636366
36837,41.356488,-89.173385
36830,47.011238,-118.512861
36840,38.558019,-95.278962
36940,44.015261,-93.220453
37020,42.951545,-84.146352
37100,34.358748,-119.133145
37120,31.430654,-85.609476
37140,37.094234,-88.71705
37220,37.965864,-116.459011
37260,29.593896,-81.732039
37500,36.120607,-90.566346
37620,39.141531,-81.460402
37740,33.789618,-110.81187
37800,41.331433,-93.093868
37900,40.788069,-89.514639
37940,40.772883,-86.044258
37980,39.894958,-75.311982
38060,33.185765,-112.067862
38100,30.774793,-89.586904
38220,34.121115,-92.041969
38240,35.308273,-79.492723
38300,40.471332,-79.863986
38380,34.066933,-101.571422
38500,41.325003,-86.269036
38660,18.022864,-66.645703
38700,40.894376,-88.552852
38860,43.651417,-70.418375
38900,45.600622,-122.484378
38920,28.441719,-96.579574
38940,27.228046,-80.425388
39020,38.814889,-82.998675
39300,41.70684,-71.286687
39340,39.872067,-112.359059
39380,38.162765,-104.484668
39420,46.905944,-117.53539
39460,26.906396,-82.003657
39480,41.842375,-71.972655
39500,40.027165,-91.389838
39540,42.780392,-87.771599
39580,35.756746,-78.460441
39660,44.195108,-102.916612
39700,26.481861,-97.594731
39740,40.413957,-75.92686
39780,40.126157,-122.232274
39820,40.760514,-122.043556
39860,44.406178,-92.716
39900,40.251057,-119.555507
39940,44.142753,-111.508107
39980,39.863091,-85.006735
40080,37.59662,-84.205586
40090,39.509542,-107.667311
40100,26.530903,-98.740235
40140,34.538476,-116.134541
40260,36.320576,-77.542757
40300,42.041884,-89.320176
40340,43.94981,-92.33066
40380,43.184718,-77.556558
40420,42.331183,-89.042914
